HH_ID,repeat_instance,collection_date,village,total_num_mosq_in_hh,abdominal_status,species_type,collection_week,collection_month_year_combo,sample_id_mosquito,sample_id_head,HbtubCT1_h,HbtubCT2_h,pfr364CT1_h,pfr364CT2_h,pfr364Q1_h,pfr364Q2_h,pf_pcr_infection_status_sample_level_h,pfr364Q_combined_h,hb_status_sample_level_h,sample_id_abdomen,HbtubCT1_a,HbtubCT2_a,pfr364CT1_a,pfr364CT2_a,pfr364Q1_a,pfr364Q2_a,pf_pcr_infection_status_sample_level_a,pfr364Q_combined_a,hb_status_sample_level_a,pf_infection_status_mosquito_level,hb_status_mosquito_level
M14,9,2017-08-29,Maruti,3,Half Gravid,An. gambiae,35,8-2017,M14 00042,M14 H00042,NA,34.039,NA,NA,NA,NA,negative,NA,positive,M14 A00042,33.691,35.956,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,9,2017-08-29,Maruti,3,Half Gravid,An. gambiae,35,8-2017,M14 00043,M14 H00043,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00043,36.562,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,10,2017-08-29,Maruti,2,Blood Fed,An. gambiae,35,8-2017,M15 00055,M15 H00055,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00055,NA,39.93,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,10,2017-08-29,Maruti,2,Gravid,An. gambiae,35,8-2017,M15 00056,M15 H00056,NA,NA,NA,NA,NA,NA,NA,NA,NA,M15 A00056,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M04,7,2017-08-29,Maruti,1,Gravid,An. gambiae,35,8-2017,M04 00025,M04 H00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,11,2017-08-29,Maruti,1,Half Gravid,Un-identified,35,8-2017,M01 00029,M01 H00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00029,35.381,33.823,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,8,2017-08-29,Maruti,1,Gravid,An. gambiae,35,8-2017,M03 00021,M03 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M16,1,2017-08-29,Maruti,1,Gravid,Un-identified,35,8-2017,M16 00001,M16 H00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,M16 A00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M06,8,2017-08-29,Maruti,3,Blood Fed,An. gambiae,35,8-2017,M06 00039,M06 H00039,35.717,NA,NA,NA,NA,NA,negative,NA,positive,M06 A00039,32.623,33.456,38.101,NA,1e-6,NA,positive,1e-6,positive,positive,positive
M06,8,2017-08-29,Maruti,3,Half Gravid,An. gambiae,35,8-2017,M06 00040,M06 H00040,NA,NA,36.023,NA,2e-6,NA,positive,2e-6,negative,M06 A00040,35.82,35.721,35.592,34.876,3e-6,5e-6,positive,4.000000000000001e-6,positive,positive,positive
M06,8,2017-08-29,Maruti,3,Half Gravid,An. gambiae,35,8-2017,M06 00041,M06 H00041,38.218,34.762,35.119,35.43,4e-6,4e-6,positive,4e-6,positive,M06 A00041,NA,NA,37.558,35.894,1e-6,3e-6,positive,2e-6,negative,positive,positive
M13,9,2017-08-29,Maruti,5,Gravid,An. gambiae,35,8-2017,M13 00031,M13 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,9,2017-08-29,Maruti,5,Half Gravid,Un-identified,35,8-2017,M13 00032,M13 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,9,2017-08-29,Maruti,5,Blood Fed,An. gambiae,35,8-2017,M13 00033,M13 H00033,32.991,33.25,NA,NA,NA,NA,negative,NA,positive,M13 A00033,34.099,32.811,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,9,2017-08-29,Maruti,5,Half Gravid,An. gambiae,35,8-2017,M13 00034,M13 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,9,2017-08-29,Maruti,5,Gravid,An. gambiae,35,8-2017,M13 00035,M13 H00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00118,M07 H00118,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00118,34.161,35.699,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,14,2017-08-29,Maruti,11,Gravid,An. gambiae,35,8-2017,M07 00119,M07 H00119,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00119,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Blood Fed,An. gambiae,35,8-2017,M07 00120,M07 H00120,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00120,32.694,31.868,36.87,NA,4e-6,NA,positive,4e-6,positive,positive,positive
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00121,M07 H00121,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00121,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Gravid,An. gambiae,35,8-2017,M07 00122,M07 H00122,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00122,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00123,M07 H00123,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00123,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00124,M07 H00124,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00124,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,14,2017-08-29,Maruti,11,Blood Fed,An. gambiae,35,8-2017,M07 00125,M07 H00125,32.329,32.482,37.291,NA,3e-6,NA,positive,3e-6,positive,M07 A00125,31.619,31.364,34.338,34.929,1.8e-5,1.3e-5,positive,1.55e-5,positive,positive,positive
M07,14,2017-08-29,Maruti,11,Blood Fed,An. gambiae,35,8-2017,M07 00126,M07 H00126,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00126,30.989,31.252,35.678,35.46,8e-6,9e-6,positive,8.5e-6,positive,positive,positive
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00127,M07 H00127,NA,34.771,NA,NA,NA,NA,negative,NA,positive,M07 A00127,NA,35.563,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,14,2017-08-29,Maruti,11,Half Gravid,An. gambiae,35,8-2017,M07 00128,M07 H00128,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00128,32.763,34.385,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,10,2017-08-29,Maruti,2,Half Gravid,An. gambiae,35,8-2017,M09 00068,M09 H00068,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00068,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,10,2017-08-29,Maruti,2,Half Gravid,Un-identified,35,8-2017,M09 00069,M09 H00069,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00069,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S03,1,2017-08-30,Sitabicha,1,Blood Fed,An. gambiae,35,8-2017,S03 00007,S03 H00007,37.178,37.117,NA,NA,NA,NA,negative,NA,positive,S03 A00007,35.226,37.644,NA,NA,NA,NA,negative,NA,positive,negative,positive
S10,5,2017-08-30,Sitabicha,1,Blood Fed,An. gambiae,35,8-2017,S10 00007,S10 H00007,33.625,33.944,NA,NA,NA,NA,negative,NA,positive,S10 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
S06,3,2017-08-30,Sitabicha,1,Half Gravid,An. gambiae,35,8-2017,S06 00010,S06 H00010,34.28,32.382,NA,NA,NA,NA,negative,NA,positive,S06 A00010,34.822,35.285,NA,NA,NA,NA,negative,NA,positive,negative,positive
K11,3,2017-09-04,Kinesamo,2,Gravid,An. gambiae,36,9-2017,K11 00004,K11 H00004,NA,NA,NA,NA,NA,NA,negative,NA,negative,K11 A00004,NA,33.75,NA,NA,NA,NA,negative,NA,positive,negative,positive
K11,3,2017-09-04,Kinesamo,2,Half Gravid,An. gambiae,36,9-2017,K11 00005,K11 H00005,33.681,33.713,NA,NA,NA,NA,negative,NA,positive,K11 A00005,34.033,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K12,3,2017-09-04,Kinesamo,4,Gravid,An. gambiae,36,9-2017,K12 00011,K12 H00011,NA,39.702,NA,NA,NA,NA,negative,NA,positive,K12 A00011,36.83,33.235,NA,NA,NA,NA,negative,NA,positive,negative,positive
K12,3,2017-09-04,Kinesamo,4,Half Gravid,An. funestus,36,9-2017,K12 00012,K12 H00012,31.977,31.654,NA,37.383,NA,2e-6,positive,2e-6,positive,K12 A00012,31.637,31.583,NA,NA,NA,NA,negative,NA,positive,positive,positive
K12,3,2017-09-04,Kinesamo,4,Gravid,An. gambiae,36,9-2017,K12 00013,K12 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,K12 A00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K12,3,2017-09-04,Kinesamo,4,Unfed,An. gambiae,36,9-2017,K12 00014,K12 H00014,NA,36.199,NA,NA,NA,NA,negative,NA,positive,K12 A00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K01,11,2017-09-04,Kinesamo,2,Half Gravid,Un-identified,36,9-2017,K01 00050,K01 H00050,NA,NA,NA,NA,NA,NA,negative,NA,negative,K01 A00050,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K01,11,2017-09-04,Kinesamo,2,Half Gravid,An. gambiae,36,9-2017,K01 00051,K01 H00051,33.248,32.414,NA,NA,NA,NA,negative,NA,positive,K01 A00051,34.348,34.416,NA,NA,NA,NA,negative,NA,positive,negative,positive
K14,9,2017-09-04,Kinesamo,1,Half Gravid,An. gambiae,36,9-2017,K14 00025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K14 A00025,37.085,33.72,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,7,2017-09-04,Kinesamo,1,Half Gravid,An. gambiae,36,9-2017,K13 00009,K13 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00009,NA,38.489,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,6,2017-09-04,Kinesamo,1,Gravid,Un-identified,36,9-2017,K07 00014,K07 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00014,NA,38.454,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,9,2017-09-04,Kinesamo,1,Half Gravid,An. gambiae,36,9-2017,K05 00025,K05 H00025,NA,35.502,NA,NA,NA,NA,negative,NA,positive,K05 A00025,NA,34.857,NA,NA,NA,NA,negative,NA,positive,negative,positive
K09,4,2017-09-04,Kinesamo,1,Gravid,An. gambiae,36,9-2017,K09 00005,K09 H00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,10,2017-09-05,Maruti,4,Half Gravid,An. gambiae,36,9-2017,M14 00051,M14 H00051,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00051,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,10,2017-09-05,Maruti,4,Half Gravid,An. gambiae,36,9-2017,M14 00052,M14 H00052,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00052,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,10,2017-09-05,Maruti,4,Blood Fed,An. gambiae,36,9-2017,M14 00053,M14 H00053,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00053,34.073975,34.9307,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,10,2017-09-05,Maruti,4,Half Gravid,An. gambiae,36,9-2017,M14 00054,M14 H00054,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00054,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,15,2017-09-05,Maruti,8,Half Gravid,An. gambiae,36,9-2017,M07 00129,M07 H00129,35.66834,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00129,34.474,33.582,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,15,2017-09-05,Maruti,8,Gravid,An. funestus,36,9-2017,M07 00130,M07 H00130,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00130,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,15,2017-09-05,Maruti,8,Blood Fed,An. gambiae,36,9-2017,M07 00131,M07 H00131,34.61147,39.282734,35.473034,33.17744,4.4e-5,1.38e-4,positive,9.099999999999999e-5,positive,M07 A00131,NA,NA,NA,NA,NA,NA,negative,NA,negative,positive,positive
M07,15,2017-09-05,Maruti,8,Half Gravid,An. gambiae,36,9-2017,M07 00132,M07 H00132,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00132,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,15,2017-09-05,Maruti,8,Gravid,An. gambiae,36,9-2017,M07 00133,M07 H00133,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00133,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,15,2017-09-05,Maruti,8,Gravid,An. gambiae,36,9-2017,M07 00134,M07 H00134,NA,35.835144,NA,NA,NA,NA,negative,NA,positive,M07 A00134,NA,35.922707,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,15,2017-09-05,Maruti,8,Gravid,An. pretoriensis,36,9-2017,M07 00135,M07 H00135,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00135,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,15,2017-09-05,Maruti,8,Blood Fed,An. pretoriensis,36,9-2017,M07 00136,M07 H00136,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00136,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M16,2,2017-09-05,Maruti,1,Gravid,An. gambiae,36,9-2017,M16 00002,M16 H00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,M16 A00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,12,2017-09-05,Maruti,3,Blood Fed,An. gambiae,36,9-2017,M01 00052,M01 H00052,33.789,33.783,NA,NA,NA,NA,negative,NA,positive,M01 A00052,35.368,33.649,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,12,2017-09-05,Maruti,3,Half Gravid,An. gambiae,36,9-2017,M01 00053,M01 H00053,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00053,NA,35.965,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,12,2017-09-05,Maruti,3,Half Gravid,Un-identified,36,9-2017,M01 00054,M01 H00054,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00054,36.701,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,8,2017-09-05,Maruti,4,Gravid,An. gambiae,36,9-2017,M04 00026,M04 H00026,NA,37.222,NA,NA,NA,NA,negative,NA,positive,M04 A00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M04,8,2017-09-05,Maruti,4,Half Gravid,An. gambiae,36,9-2017,M04 00027,M04 H00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00027,39.554,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,8,2017-09-05,Maruti,4,Blood Fed,An. gambiae,36,9-2017,M04 00028,M04 H00028,32.851,31.866,NA,NA,NA,NA,negative,NA,positive,M04 A00028,33.493,32.676,35.978,NA,5e-6,NA,positive,5e-6,positive,positive,positive
M04,8,2017-09-05,Maruti,4,Blood Fed,An. gambiae,36,9-2017,M04 00029,M04 H00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00029,33.628,34.453,NA,NA,NA,NA,negative,NA,positive,negative,positive
M05,9,2017-09-05,Maruti,2,Blood Fed,An. funestus,36,9-2017,M05 00016,M05 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,M05 A00016,30.452,30.015,NA,NA,NA,NA,negative,NA,positive,negative,positive
M05,9,2017-09-05,Maruti,2,Half Gravid,An. funestus,36,9-2017,M05 00017,M05 H00017,33.621,33.717,NA,NA,NA,NA,negative,NA,positive,M05 A00017,33.052,31.703,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,11,2017-09-05,Maruti,5,Gravid,An. gambiae,36,9-2017,M09 00070,M09 H00070,35.519,NA,NA,NA,NA,NA,negative,NA,positive,M09 A00070,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M09,11,2017-09-05,Maruti,5,Blood Fed,An. gambiae,36,9-2017,M09 00071,M09 H00071,34.864,NA,NA,37.593,NA,3e-6,positive,3e-6,positive,M09 A00071,35.85,35.533,NA,NA,NA,NA,negative,NA,positive,positive,positive
M09,11,2017-09-05,Maruti,5,Half Gravid,An. funestus,36,9-2017,M09 00072,M09 H00072,NA,38.627,NA,NA,NA,NA,negative,NA,positive,M09 A00072,37.419,39.257,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,11,2017-09-05,Maruti,5,Gravid,An. funestus,36,9-2017,M09 00073,M09 H00073,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00073,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,11,2017-09-05,Maruti,5,Half Gravid,An. gambiae,36,9-2017,M09 00074,M09 H00074,34.284,35.137,NA,NA,NA,NA,negative,NA,positive,M09 A00074,34.968,32.847,NA,NA,NA,NA,negative,NA,positive,negative,positive
S07,3,2017-09-06,Sitabicha,1,Blood Fed,An. demeilloni,36,9-2017,S07 00003,S07 H00003,38.897,37.565,NA,NA,NA,NA,negative,NA,positive,S07 A00003,35.844,34.303,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,10,2017-09-11,Kinesamo,1,Half Gravid,An. gambiae,37,9-2017,K05 00026,K05 H00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,K05 A00026,NA,38.249,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,8,2017-09-11,Kinesamo,3,Half Gravid,An. gambiae,37,9-2017,K13 00010,K13 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K13,8,2017-09-11,Kinesamo,3,Half Gravid,An. gambiae,37,9-2017,K13 00011,K13 H00011,NA,34.99,NA,NA,NA,NA,negative,NA,positive,K13 A00011,35.735,33.684,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,8,2017-09-11,Kinesamo,3,Unfed,An. coustani,37,9-2017,K13 00012,K13 H00012,38.015,NA,NA,NA,NA,NA,negative,NA,positive,K13 A00012,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K09,5,2017-09-11,Kinesamo,1,Half Gravid,An. gambiae,37,9-2017,K09 00006,K09 H00006,35.786,NA,NA,NA,NA,NA,negative,NA,positive,K09 A00006,33.8,35.882,NA,NA,NA,NA,negative,NA,positive,negative,positive
K14,10,2017-09-11,Kinesamo,4,Half Gravid,An. gambiae,37,9-2017,K14 00026,K14 H00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,K14 A00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K14,10,2017-09-11,Kinesamo,4,Half Gravid,An. gambiae,37,9-2017,K14 00027,K14 H00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,K14 A00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K14,10,2017-09-11,Kinesamo,4,Unfed,An. gambiae,37,9-2017,K14 00028,K14 H00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,K14 A00028,NA,35.676,NA,NA,NA,NA,negative,NA,positive,negative,positive
K14,10,2017-09-11,Kinesamo,4,Half Gravid,An. gambiae,37,9-2017,K14 00029,K14 H00029,35.777,36.866,NA,NA,NA,NA,negative,NA,positive,K14 A00029,34.611,34.673,36.316,NA,4e-6,NA,positive,4e-6,positive,positive,positive
K12,4,2017-09-11,Kinesamo,3,Unfed,An. gambiae,37,9-2017,K12 00015,K12 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,K12 A00015,37.287,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K12,4,2017-09-11,Kinesamo,3,Blood Fed,An. gambiae,37,9-2017,K12 00016,K12 H00016,34.86,NA,NA,NA,NA,NA,negative,NA,positive,K12 A00016,32.939,33.025,NA,NA,NA,NA,negative,NA,positive,negative,positive
K12,4,2017-09-11,Kinesamo,3,Blood Fed,An. funestus,37,9-2017,K12 00017,K12 H00017,33.775,NA,NA,NA,NA,NA,negative,NA,positive,K12 A00017,37.259,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,9,2017-09-12,Maruti,1,Gravid,An. gambiae,37,9-2017,M04 00030,M04 H00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M16,3,2017-09-12,Maruti,1,Half Gravid,An. gambiae,37,9-2017,M16 00003,M16 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,M16 A00003,33.158,34.255,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,10,2017-09-12,Maruti,1,Unfed,An. gambiae,37,9-2017,M03 00022,M03 H00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,10,2017-09-12,Maruti,2,Gravid,An. gambiae,37,9-2017,M13 00036,M13 H00036,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00036,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,10,2017-09-12,Maruti,2,Half Gravid,An. gambiae,37,9-2017,M13 00037,M13 H00037,35.774,34.843,NA,NA,NA,NA,negative,NA,positive,M13 A00037,32.316,32.094,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,11,2017-09-12,Maruti,5,Gravid,An. gambiae,37,9-2017,M14 00044,M14 H00044,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00044,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,11,2017-09-12,Maruti,5,Blood Fed,An. gambiae,37,9-2017,M14 00048,M14 H00048,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00048,35.67659,37.38315,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,11,2017-09-12,Maruti,5,Half Gravid,An. gambiae,37,9-2017,M14 00046,M14 H00046,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00046,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,11,2017-09-12,Maruti,5,Gravid,An. gambiae,37,9-2017,M14 00045,M14 H00045,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00045,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,11,2017-09-12,Maruti,5,Half Gravid,An. gambiae,37,9-2017,M14 00047,M14 H00047,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00047,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,12,2017-09-12,Maruti,4,Blood Fed,An. gambiae,37,9-2017,M09 00076,M09 H00076,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00076,35.85,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,12,2017-09-12,Maruti,4,Blood Fed,Un-identified,37,9-2017,M09 00075,M09 H00075,33.53,34.618,NA,NA,NA,NA,negative,NA,positive,M09 A00075,33.338,36.199,33.65,37.599,2.6e-5,3e-6,positive,1.45e-5,positive,positive,positive
M09,12,2017-09-12,Maruti,4,Gravid,An. gambiae,37,9-2017,M09 00077,M09 H00077,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00077,NA,36.747,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,12,2017-09-12,Maruti,4,Blood Fed,An. gambiae,37,9-2017,M09 00078,M09 H00078,34.34,34.82,NA,NA,NA,NA,negative,NA,positive,M09 A00078,32.531,31.954,36.694,NA,5e-6,NA,positive,5e-6,positive,positive,positive
M01,13,2017-09-12,Maruti,3,Half Gravid,An. gambiae,37,9-2017,M01 00030,M01 H00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00030,37.247,36.021,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,13,2017-09-12,Maruti,3,Half Gravid,An. gambiae,37,9-2017,M01 00031,M01 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00031,32.984,33.016,34.596,33.16,1.1e-5,2.4e-5,positive,1.75e-5,positive,positive,positive
M01,13,2017-09-12,Maruti,3,Blood Fed,An. gambiae,37,9-2017,M01 00032,M01 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00032,34.275,35.038,NA,NA,NA,NA,negative,NA,positive,negative,positive
S07,2,2017-09-13,Sitabicha,1,Gravid,An. demeilloni,37,9-2017,S07 00005,S07 H00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,S07 A00005,35.653,33.138,36.27,35.38,4e-6,6e-6,positive,4.9999999999999996e-6,positive,positive,positive
K05,11,2017-09-18,Kinesamo,2,Gravid,Un-identified,38,9-2017,K05 00027,K05 H00027,36.969,NA,NA,NA,NA,NA,negative,NA,positive,K05 A00027,37.318,34.426,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,11,2017-09-18,Kinesamo,2,Half Gravid,An. funestus,38,9-2017,K05 00028,K05 H00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,K05 A00028,36.18,33.82,NA,NA,NA,NA,negative,NA,positive,negative,positive
K01,12,2017-09-18,Kinesamo,2,Half Gravid,An. gambiae,38,9-2017,K01 00052,K01 H00052,34.8,34.796,NA,NA,NA,NA,negative,NA,positive,K01 A00052,35.404,34.869,NA,NA,NA,NA,negative,NA,positive,negative,positive
K01,12,2017-09-18,Kinesamo,2,Gravid,An. gambiae,38,9-2017,K01 00053,K01 H00053,35.618,34.771,NA,NA,NA,NA,negative,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,positive
K02,6,2017-09-18,Kinesamo,1,Half Gravid,An. demeilloni,38,9-2017,K02 00024,K02 H00024,34.387,32.254,35.108,36.325,6e-6,3e-6,positive,4.5e-6,positive,K02 A00024,34.485,33.976,35.293,35.278,5e-6,5e-6,positive,5e-6,positive,positive,positive
M01,14,2017-09-19,Maruti,1,Half Gravid,An. gambiae,38,9-2017,M01 00033,M01 H00033,36.244,NA,NA,NA,NA,NA,negative,NA,positive,M01 A00033,32.602,32.003,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,16,2017-09-19,Maruti,1,Half Gravid,An. gambiae,38,9-2017,M07 00137,M07 H00137,35.403,33.287,36.016,NA,7e-6,NA,positive,7e-6,positive,M07 A00137,31.048,31.446,NA,35.483,NA,9e-6,positive,9e-6,positive,positive,positive
M12,6,2017-09-19,Maruti,1,Half Gravid,An. dancalicus,38,9-2017,M12 00011,M12 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,M12 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
